pert_id	pert_iname	pert_type	moa
BRD-A93353767	isoconazole	trt_cp	Fungal lanosterol demethylase inhibitor
BRD-K93460210	lamotrigine	trt_cp	Serotonin receptor antagonist|Sodium channel blocker
BRD-K93618743	ipriflavone	trt_cp	Bone resorption inhibitor
BRD-K93645900	tadalafil	trt_cp	Phosphodiesterase inhibitor
BRD-A93424738	dexamethasone	trt_cp	Glucocorticoid receptor agonist
BRD-K93633846	hesperidin	trt_cp	Flavanone glycoside
BRD-K93754473	tamoxifen	trt_cp	Estrogen receptor antagonist|Selective estrogen receptor modulator (SERM)
BRD-K93918653	quizartinib	trt_cp	FLT3 inhibitor
BRD-A93964801	clinafloxacin	trt_cp	Bacterial DNA gyrase inhibitor
BRD-K94397152	ribavirin	trt_cp	Antiviral
BRD-K93944989	safingol	trt_cp	PKC inhibitor
BRD-A94276798	talinolol	trt_cp	Adrenergic receptor antagonist
BRD-K94293891	suvorexant	trt_cp	Orexin receptor antagonist
BRD-K94420399	pf-04136309	trt_cp	NA
BRD-K94830329	ataluren	trt_cp	CFTR channel agonist|Dystrophin stimulant
BRD-K95142244	talazoparib	trt_cp	PARP inhibitor
BRD-K95260951	asenapine	trt_cp	Dopamine receptor antagonist|Serotonin receptor antagonist
BRD-A95696066	nisoxetine	trt_cp	Norepinephrine reuptake inhibitor
BRD-A95032015	abacavir	trt_cp	Reverse transcriptase inhibitor
BRD-K95237249	probenecid	trt_cp	Uricosuric blocker
BRD-K95739795	tetrabenazine	trt_cp	Vesicular monoamine transporter inhibitor
BRD-K95901403	XL-147	trt_cp	PI3K inhibitor
BRD-K96042922	etanidazole	trt_cp	Bacterial cell wall synthesis inhibitor
BRD-K96123349	brequinar	trt_cp	Dihydroorotate dehydrogenase inhibitor
BRD-K95921201	reserpine	trt_cp	Vesicular monoamine transporter inhibitor
BRD-K63750851	mycophenolic-acid	trt_cp	Dehydrogenase inhibitor|Inositol monophosphatase inhibitor
BRD-A96060515	ipratropium	trt_cp	Acetylcholine receptor antagonist
BRD-A96292436	eflornithine	trt_cp	Ornithine decarboxylase inhibitor
BRD-K96671969	pa-824	trt_cp	NA
BRD-K96740444	itopride	trt_cp	Dopamine receptor antagonist
BRD-K96862998	pirfenidone	trt_cp	TGF beta receptor inhibitor
BRD-K97010173	deferasirox	trt_cp	Chelating agent
BRD-K96720755	relcovaptan	trt_cp	Vasopressin receptor antagonist
BRD-A96754982	tacrolimus	trt_cp	Calcineurin inhibitor
BRD-K96936751	bretazenil	trt_cp	GABA benzodiazepine site receptor partial agonist
BRD-K97045029	pranlukast	trt_cp	Leukotriene receptor antagonist
BRD-K97428065	netupitant	trt_cp	Tachykinin antagonist
BRD-K97440753	dihydroergocristine	trt_cp	Adrenergic receptor antagonist|Prolactin inhibitor
BRD-A97479839	piperidolate	trt_cp	Acetylcholine receptor antagonist
BRD-K97399794	quercetin	trt_cp	Polar auxin transport inhibitor
BRD-A97437073	rosiglitazone	trt_cp	PPAR receptor agonist|Insulin sensitizer
BRD-K97472745	gestrinone	trt_cp	Progesterone receptor antagonist
BRD-A97502381	cyanocobalamin	trt_cp	Methylmalonyl CoA mutase stimulant|Vitamin B
